ID,CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
299,227103,03RD ST,74,KEITH ST,GILMAN AVE \ PAUL AVE,8/13/2002,Survey,Yes,
300,23799000,03RD ST,100,KING ST,Intersection,3/18/2000,Treatment,No,
301,23535000,03RD ST,100,CESAR CHAVEZ ST,Intersection,1/1/2000,Treatment,No,
302,238000,04th Ave,84,Lake St,California St,10/21/2018,Survey,Yes,Residential
303,248000,04th Ave,71,Irving St,Parnassus Ave,8/7/2018,Survey,Yes,Residential
304,247000,04th Ave,78,Hugo St,Irving St,8/7/2018,Survey,Yes,Residential
305,246000,04th Ave,81,Lincoln Way,Hugo St,8/7/2018,Survey,Yes,Residential
306,241000,04th Ave,69,Clement St,Geary Blvd,7/31/2018,Survey,Yes,Residential
307,240000,04th Ave,76,Cornwall St,Clement St,7/31/2018,Survey,Yes,Residential
308,242000,04th Ave,83,Geary Blvd,Anza St,7/31/2018,Survey,Yes,Residential
309,245000,04th Ave,85,Cabrillo St,Fulton St,7/31/2018,Survey,Yes,Residential
310,243000,04th Ave,85,Anza St,Balboa St,7/31/2018,Survey,Yes,Residential
311,244000,04th Ave,87,Balboa St,Cabrillo St,7/31/2018,Survey,Yes,Residential
312,239000,04th Ave,87,California St,Cornwall St,7/31/2018,Survey,Yes,Residential
313,27237000,04th Ave,100,Fulton St,Intersection,1/9/2014,Treatment,No,
314,27248000,04TH AVE,100,GEARY BLVD,Intersection,5/22/2003,Treatment,No,
315,27238000,04TH AVE,100,CABRILLO ST,Intersection,1/1/1999,Treatment,No,
316,27080000,04th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/2019,Treatment,No,
317,19988000,04th St,76,Gene Friend Way,Campus Way,10/17/2018,Survey,Yes,Residential
318,19987000,04th St,78,Nelson Rising Ln,Gene Friend Way,10/17/2018,Survey,Yes,Residential
319,19982000,04th St,78,Long Bridge St,Mission Rock St,10/17/2018,Survey,Yes,Residential
320,19989000,04th St,78,Campus Way,16th St,10/17/2018,Survey,Yes,Residential
321,19986000,04th St,82,Mission Bay Blvd,Nelson Rising Ln,10/17/2018,Survey,Yes,Residential
322,19983000,04th St,85,Mission Rock St,China Basin St,10/17/2018,Survey,Yes,Residential
323,19984000,04th St,85,China Basin St,Mission Bay Blvd,10/17/2018,Survey,Yes,Residential
324,19981000,04th St,85,Channel,Long Bridge St,10/17/2018,Survey,Yes,Residential
325,19985000,04th St,85,Mission Bay Blvd,Mission Bay Blvd,10/17/2018,Survey,Yes,Residential
326,258000,04th St,79,Clara St,Harrison St \ I-80 W On Ramp,8/21/2018,Survey,Yes,Arterial
327,257000,04th St,76,Shipley St,Clara St,8/20/2018,Survey,Yes,Arterial
328,256000,04th St,83,Folsom St,Shipley St,8/20/2018,Survey,Yes,Arterial
329,253000,04th St,68,Minna St,Howard St,8/15/2018,Survey,Yes,Arterial
330,252000,04th St,70,Mission St,Minna St,8/15/2018,Survey,Yes,Arterial
331,250000,04th St,70,Stevenson St,Jessie St,8/15/2018,Survey,Yes,Arterial
332,269000,04th St,78,King St,Berry St,8/15/2018,Survey,Yes,Arterial
333,251000,04th St,78,Jessie St,Mission St,8/15/2018,Survey,Yes,Arterial
334,249000,04th St,80,Ellis St \ Market St \ Stockton St,Stevenson St,8/15/2018,Survey,Yes,Arterial
335,267001,04th St,81,Townsend St,King St,8/15/2018,Survey,Yes,Arterial
336,270002,04th St,81,Berry St,Channel St,8/15/2018,Survey,Yes,Arterial
337,262000,04th St,55,Bryant St \ I-80 E Off Ramp,Welsh St,6/17/2017,Survey,Yes,Arterial
338,265000,04th St,63,Brannan St,Bluxome St,6/17/2017,Survey,Yes,Arterial
339,263000,04th St,65,Welsh St,Freelon St,6/17/2017,Survey,Yes,Arterial
340,266000,04th St,93,Bluxome St,Townsend St,6/17/2017,Survey,Yes,Arterial
341,264000,04th St,54,Freelon St,Brannan St,10/19/2015,Survey,Yes,Arterial
342,254000,04th St,95,Howard St,Clementina St,10/19/2015,Survey,Yes,Arterial
343,255000,04th St,97,Clementina St,Folsom St,10/19/2015,Survey,Yes,Arterial
344,259000,04TH ST,43,HARRISON ST \ I-80 W ON RAMP,PERRY ST,8/10/2009,Survey,No,
345,260000,04TH ST,46,PERRY ST,STILLMAN ST,8/10/2009,Survey,No,
346,261000,04TH ST,46,STILLMAN ST,BRYANT ST \ I-80 E OFF RAMP,8/10/2009,Survey,No,
347,271000,04TH ST,74,CHANNEL ST,CHANNEL ST,8/10/2009,Survey,No,
348,23797000,04TH ST,100,BERRY ST,Intersection,1/12/2007,Treatment,No,
349,23834000,04TH ST,100,BRYANT ST \ I-80 E OFF RAMP,Intersection,12/19/2003,Treatment,No,
350,267001,04TH ST,46,TOWNSEND ST,KING ST,8/13/2002,Survey,Yes,
351,24635000,04TH ST,100,JESSIE ST,Intersection,6/9/2002,Treatment,No,
352,24636000,04TH ST,100,STEVENSON ST,Intersection,6/9/2002,Treatment,No,
353,23906000,04TH ST,100,HARRISON ST \ I-80 W ON RAMP,Intersection,4/23/2002,Treatment,No,
354,23907000,04TH ST,100,CLARA ST,Intersection,4/23/2002,Treatment,No,
355,23911000,04TH ST,100,SHIPLEY ST,Intersection,4/23/2002,Treatment,No,
356,23938000,04TH ST,100,FOLSOM ST,Intersection,4/23/2002,Treatment,No,
357,23822000,04TH ST,100,BLUXOME ST,Intersection,3/30/2000,Treatment,No,
358,24589000,04TH ST,100,CLEMENTINA ST,Intersection,5/13/1999,Treatment,No,
359,270002,04TH ST,42,BERRY ST,CHANNEL ST,9/8/1997,Survey,Yes,
360,24892000,04TH ST,100,MARKET ST,Intersection,,Treatment,No,
361,275000,05th Ave,83,End,Lake St,10/21/2018,Survey,Yes,Residential
362,276000,05th Ave,83,Lake St,California St,10/21/2018,Survey,Yes,Residential
363,288000,05th Ave,64,Kirkham St,End,10/8/2018,Survey,Yes,Residential
364,286000,05th Ave,78,Irving St,Judah St \ Parnassus Ave,8/7/2018,Survey,Yes,Residential
365,284000,05th Ave,80,Lincoln Way,Hugo St,8/7/2018,Survey,Yes,Residential
366,287000,05th Ave,81,Judah St \ Parnassus Ave,Kirkham St,8/7/2018,Survey,Yes,Residential
367,285000,05th Ave,81,Hugo St,Irving St,8/7/2018,Survey,Yes,Residential
368,279000,05th Ave,72,Clement St,Geary Blvd,7/31/2018,Survey,Yes,Residential
369,278000,05th Ave,77,Cornwall St,Clement St,7/31/2018,Survey,Yes,Residential
370,281000,05th Ave,85,Anza St,Balboa St,7/31/2018,Survey,Yes,Residential
371,280000,05th Ave,85,Geary Blvd,Anza St,7/31/2018,Survey,Yes,Residential
372,277000,05th Ave,87,California St,Cornwall St,7/31/2018,Survey,Yes,Residential
373,283000,05th Ave,87,Cabrillo St,Fulton St,7/31/2018,Survey,Yes,Residential
374,282000,05th Ave,96,Balboa St,Cabrillo St,7/31/2018,Survey,Yes,Residential
375,27239000,05th Ave,100,Fulton St,Intersection,12/17/2013,Treatment,No,
376,27249000,05TH AVE,100,GEARY BLVD,Intersection,5/22/2003,Treatment,No,
377,27240000,05TH AVE,100,CABRILLO ST,Intersection,1/1/1999,Treatment,No,
378,27083000,05th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/2019,Treatment,No,
379,310000,05th St,83,I-280 N Off Ramp \ I-280 S On Ramp \ King St,Berry St,10/17/2018,Survey,Yes,Residential
380,291000,05th St,54,Mint Plz,Jessie St,8/15/2018,Survey,Yes,Arterial
381,292000,05th St,59,Jessie St,Mission St,8/15/2018,Survey,Yes,Arterial
382,289000,05th St,59,Cyril Magnin St \ Market St,Stevenson St,8/15/2018,Survey,Yes,Arterial
383,290000,05th St,60,Stevenson St,Mint Plz,8/15/2018,Survey,Yes,Arterial
384,306000,05th St,64,Brannan St,Bluxome St,8/15/2018,Survey,Yes,Arterial
385,305000,05th St,65,Welsh St,Brannan St,8/15/2018,Survey,Yes,Arterial
386,300003,05th St,65,Scott Aly,Clara St,8/15/2018,Survey,Yes,Arterial
387,300001,05th St,67,Shipley St,Jennifer Pl,8/15/2018,Survey,Yes,Arterial
388,300002,05th St,70,Jennifer Pl,Scott Aly,8/15/2018,Survey,Yes,Arterial
389,304000,05th St,71,Bryant St \ I-80 E On Ramp,Welsh St,8/15/2018,Survey,Yes,Arterial
390,299000,05th St,74,Folsom St,Shipley St,8/15/2018,Survey,Yes,Arterial
391,307000,05th St,75,Bluxome St,Townsend St,8/15/2018,Survey,Yes,Arterial
392,301000,05th St,79,Clara St,Harrison St \ I-80 W Off Ramp,8/15/2018,Survey,Yes,Arterial
393,297000,05th St,81,Tehama St,Clementina St,8/15/2018,Survey,Yes,Arterial
394,293000,05th St,83,Mission St,Minna St,8/15/2018,Survey,Yes,Arterial
395,294000,05th St,83,Minna St,Natoma St,8/15/2018,Survey,Yes,Arterial
396,298000,05th St,84,Clementina St,Folsom St,8/15/2018,Survey,Yes,Arterial
397,295000,05th St,85,Natoma St,Howard St,8/15/2018,Survey,Yes,Arterial
398,296000,05th St,85,Howard St,Tehama St,8/15/2018,Survey,Yes,Arterial
399,23823000,05TH ST,100,TOWNSEND ST,Intersection,11/15/2012,Treatment,No,
400,23824000,05TH ST,100,BLUXOME ST,Intersection,11/15/2012,Treatment,No,
401,54067000,05TH ST,100,SCOTT ALY,Intersection,11/15/2012,Treatment,No,
402,54069000,05TH ST,100,JENNIFER PL,Intersection,11/15/2012,Treatment,No,
403,23910000,05TH ST,100,CLARA ST,Intersection,2/13/2009,Treatment,No,
404,23935000,05TH ST,100,SHIPLEY ST,Intersection,2/13/2009,Treatment,No,
405,23937000,05TH ST,100,FOLSOM ST,Intersection,2/13/2009,Treatment,No,
406,23939000,05TH ST,100,CLEMENTINA ST,Intersection,2/13/2009,Treatment,No,
407,23940000,05TH ST,100,TEHAMA ST,Intersection,2/13/2009,Treatment,No,
408,23944000,05TH ST,100,HOWARD ST,Intersection,2/13/2009,Treatment,No,
409,23945000,05TH ST,100,NATOMA ST,Intersection,2/13/2009,Treatment,No,
410,24633000,05TH ST,100,MINNA ST,Intersection,2/13/2009,Treatment,No,
411,302000,05TH ST,100,HARRISON ST \ I-80 W OFF RAMP,PERRY ST,1/26/2009,Treatment,No,
412,303000,05TH ST,100,PERRY ST,BRYANT ST \ I-80 E ON RAMP,1/26/2009,Treatment,No,
413,23887000,05TH ST,100,BRANNAN ST,Intersection,1/26/2009,Treatment,No,
414,23888000,05TH ST,100,WELSH ST,Intersection,1/26/2009,Treatment,No,
415,30009000,05TH ST,100,PERRY ST,Intersection,1/26/2009,Treatment,No,
416,4640101,05TH ST,41,SCOTT ALY,CLARA ST,10/29/2008,Survey,No,
417,4897001,05TH ST,65,SCOTT ALY,CLARA ST,10/29/2008,Survey,No,
418,23889000,05TH ST,100,BRYANT ST \ I-80 E ON RAMP,Intersection,12/19/2003,Treatment,No,
419,300001,05TH ST,41,SHIPLEY ST,JENNIFER PL,11/19/2002,Survey,Yes,
420,300002,05TH ST,41,JENNIFER PL,SCOTT ALY,11/19/2002,Survey,Yes,
421,300003,05TH ST,41,SCOTT ALY,CLARA ST,11/19/2002,Survey,Yes,
422,313000,06th Ave,68,Lake St,California St,10/21/2018,Survey,Yes,Residential
423,325000,06th Ave,77,Kirkham St,Locksley Ave,10/8/2018,Survey,Yes,Arterial
424,322000,06th Ave,68,Hugo St,Irving St,8/7/2018,Survey,Yes,Arterial
425,324000,06th Ave,68,Judah St,Kirkham St,8/7/2018,Survey,Yes,Arterial
426,321000,06th Ave,69,Lincoln Way,Hugo St,8/7/2018,Survey,Yes,Arterial
427,323000,06th Ave,74,Irving St,Judah St,8/7/2018,Survey,Yes,Arterial
428,315000,06th Ave,47,Cornwall St,Clement St,7/31/2018,Survey,Yes,Residential
429,317000,06th Ave,60,Geary Blvd,Anza St,7/31/2018,Survey,Yes,Arterial
430,319000,06th Ave,66,Balboa St,Cabrillo St,7/31/2018,Survey,Yes,Arterial
431,320000,06th Ave,72,Cabrillo St,Fulton St,7/31/2018,Survey,Yes,Arterial
432,314000,06th Ave,39,California St,Cornwall St,6/21/2017,Survey,Yes,Residential
433,318000,06th Ave,94,Anza St,Balboa St,5/31/2017,Survey,Yes,Arterial
434,316000,06th Ave,100,Clement St,Geary Blvd,5/31/2017,Treatment,Yes,Arterial
435,312000,06th Ave,100,End,Lake St,5/31/2017,Treatment,Yes,Residential
436,27255000,06th Ave,100,Fulton St,Intersection,12/17/2013,Treatment,No,
437,27078000,06TH AVE,100,JUDAH ST,Intersection,9/8/2006,Treatment,No,
438,27275000,06TH AVE,100,ANZA ST,Intersection,8/25/2004,Treatment,No,
439,27284000,06TH AVE,100,GEARY BLVD,Intersection,5/22/2003,Treatment,No,
440,27270000,06TH AVE,100,CABRILLO ST,Intersection,1/1/1999,Treatment,No,
441,27084000,06th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/2019,Treatment,No,
442,335000,06th St,54,Folsom St,Shipley St,8/15/2018,Survey,Yes,Arterial
443,340000,06th St,55,Bryant St,Brannan St \ I-280 Northbound \ I-280 Southbound,8/15/2018,Survey,Yes,Arterial
444,326000,06th St,57,Golden Gate Ave \ Market St \ Taylor St,Stevenson St,8/15/2018,Survey,Yes,Arterial
445,332000,06th St,61,Howard St,Tehama St,8/15/2018,Survey,Yes,Arterial
446,327000,06th St,62,Stevenson St,Jessie St,8/15/2018,Survey,Yes,Arterial
447,331000,06th St,66,Natoma St,Howard St,8/15/2018,Survey,Yes,Arterial
448,337000,06th St,68,Clara St,Harrison St,8/15/2018,Survey,Yes,Arterial
449,329000,06th St,70,Mission St,Minna St,8/15/2018,Survey,Yes,Arterial
450,330000,06th St,72,Minna St,Natoma St,8/15/2018,Survey,Yes,Arterial
451,328000,06th St,73,Jessie St,Mission St,8/15/2018,Survey,Yes,Arterial
452,334000,06th St,74,Clementina St,Folsom St,8/15/2018,Survey,Yes,Arterial
453,336000,06th St,75,Shipley St,Clara St,8/15/2018,Survey,Yes,Arterial
454,333000,06th St,77,Tehama St,Clementina St,8/15/2018,Survey,Yes,Arterial
455,24922000,06th St,100,Golden Gate Ave \ Market St \ Taylor St,Intersection,4/18/2014,Treatment,No,
456,339000,06TH ST,67,AHERN WAY,BRYANT ST,8/10/2009,Survey,No,
457,338000,06TH ST,71,HARRISON ST,AHERN WAY,8/10/2009,Survey,No,
458,342000,06TH ST,67,BLUXOME ST,TOWNSEND ST,10/29/2008,Survey,No,
459,24282000,06TH ST,100,NATOMA ST,Intersection,11/21/2005,Treatment,No,
460,24285000,06TH ST,100,MINNA ST,Intersection,11/21/2005,Treatment,No,
461,24294000,06TH ST,100,JESSIE ST,Intersection,11/21/2005,Treatment,No,
462,24295000,06TH ST,100,STEVENSON ST,Intersection,11/21/2005,Treatment,No,
463,24293000,06TH ST,100,MISSION ST,Intersection,7/5/2005,Treatment,No,
464,23922000,06TH ST,100,CLARA ST,Intersection,6/2/2002,Treatment,No,
465,23933000,06TH ST,100,SHIPLEY ST,Intersection,6/2/2002,Treatment,No,
466,23941000,06TH ST,100,FOLSOM ST,Intersection,6/2/2002,Treatment,No,
467,23943000,06TH ST,100,CLEMENTINA ST,Intersection,6/2/2002,Treatment,No,
468,24280000,06TH ST,100,TEHAMA ST,Intersection,6/2/2002,Treatment,No,
469,23855000,06TH ST,100,TOWNSEND ST,Intersection,3/30/2000,Treatment,No,
470,23886000,06TH ST,100,BLUXOME ST,Intersection,3/30/2000,Treatment,No,
471,344000,06TH ST,11,KING ST,BERRY ST,8/7/1995,Survey,No,
472,23890000,06th St: Brannan St \ I-280 Northbound \ I-280 Southbound Intersection,100,BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,Intersection,7/9/2019,Treatment,No,
473,363000,07th Ave,76,Lawton St \ Warren Dr,Moraga St,9/5/2018,Survey,Yes,Arterial
474,364000,07th Ave,78,Moraga St,Laguna Honda Blvd \ Noriega St,9/5/2018,Survey,Yes,Arterial
475,362000,07th Ave,80,Kirkham St,Lawton St \ Warren Dr,9/5/2018,Survey,Yes,Arterial
476,361000,07th Ave,75,Judah St,Kirkham St,8/7/2018,Survey,Yes,Arterial
477,360000,07th Ave,80,Irving St,Judah St,8/7/2018,Survey,Yes,Arterial
478,358000,07th Ave,81,Lincoln Way,Hugo St,8/7/2018,Survey,Yes,Arterial
479,359000,07th Ave,81,Hugo St,Irving St,8/7/2018,Survey,Yes,Arterial
480,356000,07th Ave,77,Cabrillo St,Fulton St,7/31/2018,Survey,Yes,Residential
481,352000,07th Ave,78,Clement St,Geary Blvd,7/31/2018,Survey,Yes,Residential
482,350000,07th Ave,83,Lake St,California St \ Cornwall St,7/31/2018,Survey,Yes,Residential
483,353000,07th Ave,85,Geary Blvd,Anza St,7/31/2018,Survey,Yes,Residential
484,355000,07th Ave,95,Balboa St,Cabrillo St,7/31/2018,Survey,Yes,Residential
485,354000,07th Ave,96,Anza St,Balboa St,7/31/2018,Survey,Yes,Residential
486,351000,07th Ave,100,California St \ Cornwall St,Clement St,2/14/2018,Treatment,Yes,Residential
487,349000,07th Ave,100,End,Lake St,2/14/2018,Treatment,Yes,Residential
488,27272000,07th Ave,100,Fulton St,Intersection,12/17/2013,Treatment,No,
489,27104000,07TH AVE,100,LAWTON ST,Intersection,4/21/2010,Treatment,No,
490,27141000,07TH AVE,100,KIRKHAM ST,Intersection,4/21/2010,Treatment,No,
491,27143000,07TH AVE,100,JUDAH ST,Intersection,4/21/2010,Treatment,No,
492,27151000,07TH AVE,100,HUGO ST,Intersection,4/21/2010,Treatment,No,
493,27046000,07TH AVE,100,LAGUNA HONDA BLVD \ NORIEGA ST,Intersection,12/2/2009,Treatment,No,
494,27101000,07TH AVE,100,MORAGA ST,Intersection,12/2/2009,Treatment,No,
495,357000,07TH AVE,100,LINCOLN WAY,MARTIN LUTHER KING JR DR,10/29/2008,Survey,No,
496,27285000,07TH AVE,100,GEARY BLVD,Intersection,5/22/2003,Treatment,No,
497,27273000,07TH AVE,100,CABRILLO ST,Intersection,1/1/1999,Treatment,No,
498,27149000,07th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/2019,Treatment,No,
499,383000,07th St,74,Hubbell St,Daggett St,9/16/2018,Survey,Yes,Arterial
500,379000,07th St,53,Berry St,Channel St,8/15/2018,Survey,Yes,Arterial
501,378000,07th St,53,King St,Berry St,8/15/2018,Survey,Yes,Arterial
502,365000,07th St,55,Charles J Brenham Pl \ Market St,Odd Fellows Way \ Stevenson St,8/15/2018,Survey,Yes,Arterial
503,380002,07th St,55,Mission Bay Dr,Hooper St,8/15/2018,Survey,Yes,Arterial
504,380001,07th St,55,Channel St,Mission Bay Dr,8/15/2018,Survey,Yes,Arterial
505,366001,07th St,65,Odd Fellows Way \ Stevenson St,Mission St,8/15/2018,Survey,Yes,Arterial
506,377000,07th St,66,Townsend St,King St,8/15/2018,Survey,Yes,Arterial
507,381000,07th St,70,Hooper St,Irwin St,8/15/2018,Survey,Yes,Arterial
508,371000,07th St,71,Howard St,Folsom St,8/15/2018,Survey,Yes,Arterial
509,382000,07th St,72,Irwin St,Hubbell St,8/15/2018,Survey,Yes,Arterial
510,369000,07th St,83,Minna St,Natoma St,8/15/2018,Survey,Yes,Arterial
511,372000,07th St,83,Folsom St,Cleveland St,8/15/2018,Survey,Yes,Arterial
512,370000,07th St,84,Natoma St,Howard St,8/15/2018,Survey,Yes,Arterial
513,375000,07th St,85,Bryant St,Brannan St,8/15/2018,Survey,Yes,Arterial
514,368000,07th St,85,Mission St,Minna St,8/15/2018,Survey,Yes,Arterial
515,373000,07th St,85,Cleveland St,Harrison St,8/15/2018,Survey,Yes,Arterial
516,376000,07th St,91,Brannan St,Townsend St,8/15/2018,Survey,Yes,Arterial
517,30742000,07th St,100,Charles J Brenham Pl \ Market St,Intersection,4/18/2014,Treatment,No,
518,380001,07TH ST,65,CHANNEL ST,MISSION BAY DR,12/23/2010,Survey,Yes,
519,380002,07TH ST,65,MISSION BAY DR,HOOPER ST,12/23/2010,Survey,Yes,
520,384000,07TH ST,74,DAGGETT ST,16TH ST \ MISSISSIPPI ST,8/10/2009,Survey,No,
521,374002,07TH ST,100,I-80 E OFF RAMP,BRYANT ST,8/10/2009,Survey,No,
522,50078000,07TH ST,100,I-80 E OFF RAMP,Intersection,8/10/2009,Treatment,No,
523,50079000,07TH ST,100,I-80 E OFF RAMP,Intersection,8/10/2009,Treatment,No,
524,374000,07TH ST,100,HARRISON ST,I-80 E OFF RAMP,7/30/2009,Treatment,No,
525,374001,07TH ST,100,I-80 E OFF RAMP,I-80 E OFF RAMP,7/30/2009,Treatment,No,
526,23875000,07TH ST,100,BRYANT ST,Intersection,7/30/2009,Treatment,No,
527,23929000,07TH ST,100,HARRISON ST,Intersection,7/30/2009,Treatment,No,
528,24257000,07TH ST,100,CLEVELAND ST,Intersection,6/30/2009,Treatment,No,
529,24262000,07TH ST,100,FOLSOM ST,Intersection,6/30/2009,Treatment,No,
530,24265000,07TH ST,100,HOWARD ST,Intersection,5/19/2009,Treatment,No,
531,24289000,07TH ST,100,NATOMA ST,Intersection,5/19/2009,Treatment,No,
532,24291000,07TH ST,100,MINNA ST,Intersection,5/19/2009,Treatment,No,
533,23856000,07TH ST,100,BRANNAN ST,Intersection,4/7/2009,Treatment,No,
534,24319000,07TH ST,100,STEVENSON ST,Intersection,11/19/2008,Treatment,No,
535,385000,07TH ST,69,16TH ST,PENNSYLVANIA AVE,7/26/2007,Survey,No,
536,366001,07TH ST,60,ODD FELLOWS WAY \ STEVENSON ST,MISSION ST,11/19/2002,Survey,Yes,
537,23786000,07TH ST,100,DAGGETT ST,Intersection,4/3/2000,Treatment,No,
538,23789000,07TH ST,100,HUBBELL ST,Intersection,4/3/2000,Treatment,No,
539,23790000,07TH ST,100,IRWIN ST,Intersection,4/3/2000,Treatment,No,
540,23791000,07TH ST,100,HOOPER ST,Intersection,4/3/2000,Treatment,No,
541,23847000,07TH ST,100,CHANNEL ST,Intersection,4/3/2000,Treatment,No,
542,23851000,07TH ST,100,BERRY ST,Intersection,4/3/2000,Treatment,No,
543,23853000,07TH ST,100,KING ST,Intersection,4/3/2000,Treatment,No,
544,386000,08th Ave,81,End,Lake St,10/21/2018,Survey,Yes,Residential
545,401000,08th Ave,52,Noriega St,Ortega St,9/27/2018,Survey,Yes,Residential
546,399000,08th Ave,57,Lawton St,Moraga St,9/27/2018,Survey,Yes,Residential
547,403000,08th Ave,83,Linares Ave,Pacheco St,9/27/2018,Survey,Yes,Residential
548,398000,08th Ave,83,Kirkham St,Lawton St,9/27/2018,Survey,Yes,Residential
549,402000,08th Ave,92,Ortega St,Linares Ave,9/27/2018,Survey,Yes,Residential
550,397000,08th Ave,81,Judah St,Kirkham St,8/7/2018,Survey,Yes,Residential
551,396000,08th Ave,83,Irving St,Judah St,8/7/2018,Survey,Yes,Residential
552,395000,08th Ave,84,Lincoln Way,Irving St,8/7/2018,Survey,Yes,Residential
553,393000,08th Ave,53,Cabrillo St,Fulton St,7/31/2018,Survey,Yes,Residential
554,389000,08th Ave,73,Clement St,Geary Blvd,7/31/2018,Survey,Yes,Residential
555,388000,08th Ave,77,California St,Clement St,7/31/2018,Survey,Yes,Residential
556,390000,08th Ave,78,Geary Blvd,Anza St,7/31/2018,Survey,Yes,Residential
557,387000,08th Ave,87,Lake St,California St,7/31/2018,Survey,Yes,Residential
558,392000,08th Ave,94,Balboa St,Cabrillo St,7/31/2018,Survey,Yes,Residential
559,391000,08th Ave,100,Anza St,Balboa St,7/31/2018,Survey,Yes,Residential
560,27142000,08th Ave,100,Kirkham St,Intersection,7/31/2014,Treatment,No,
561,27258000,08th Ave,100,Fulton St,Intersection,12/17/2013,Treatment,No,
562,394000,08TH AVE,100,FULTON ST,JOHN F KENNEDY DR,10/29/2008,Survey,No,
563,27288000,08TH AVE,100,GEARY BLVD,Intersection,5/22/2003,Treatment,No,
564,27277000,08TH AVE,100,CABRILLO ST,Intersection,1/1/1999,Treatment,No,
565,400000,08TH AVE,100,MORAGA ST,NORIEGA ST,11/2/1989,Treatment,Yes,Residential
566,27150000,08th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/2019,Treatment,No,
567,27105000,08th Ave: Lawton St Intersection,100,LAWTON ST,Intersection,10/30/2018,Treatment,No,
568,418000,08th St,45,Townsend St,Division St,9/16/2018,Survey,Yes,Arterial
569,420000,08th St,80,Hooper St,Irwin St \ Wisconsin St,9/16/2018,Survey,Yes,Residential
570,419000,08th St,81,15th St \ Carolina St,Hooper St,9/16/2018,Survey,Yes,Residential
571,410000,08th St,64,Tehama St,Clementina St,8/15/2018,Survey,Yes,Arterial
572,407000,08th St,64,Minna St,Natoma St,8/15/2018,Survey,Yes,Arterial
573,405000,08th St,64,Stevenson St,Mission St,8/15/2018,Survey,Yes,Arterial
574,409000,08th St,70,Howard St,Tehama St,8/15/2018,Survey,Yes,Arterial
575,412000,08th St,71,Folsom St,Ringold St,8/15/2018,Survey,Yes,Arterial
576,404000,08th St,71,Grove St \ Hyde St \ Market St,Stevenson St,8/15/2018,Survey,Yes,Arterial
577,406000,08th St,72,Mission St,Minna St,8/15/2018,Survey,Yes,Arterial
578,413000,08th St,74,Ringold St,Heron St,8/15/2018,Survey,Yes,Arterial
579,411000,08th St,76,Clementina St,Folsom St,8/15/2018,Survey,Yes,Arterial
580,408000,08th St,80,Natoma St,Howard St,8/15/2018,Survey,Yes,Arterial
581,415002,08th St,85,I-80 W Off Ramp,Bryant St,8/15/2018,Survey,Yes,Arterial
582,415001,08th St,85,I-80 W Off Ramp,I-80 W Off Ramp,8/15/2018,Survey,Yes,Arterial
583,417000,08th St,90,Brannan St,Townsend St,8/15/2018,Survey,Yes,Arterial
584,414000,08th St,96,Heron St,Harrison St,8/15/2018,Survey,Yes,Arterial
